NOMBRE_ASOCIACION,NUMERO_LISTA,TIPO_CANDIDATURA_PROP,NOMBRE_PROPIETARIO,NOMBRE_SUPLENTE,CIRCUNSCRIPCION_ELECCION,SEXO_PROP,SEXO_SUP
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,35,DIPUTADO FEDERAL RP,AVILES CERON GUSTAVO,GONZALEZ CERON JOSE ALBERTO,V,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,36,DIPUTADO FEDERAL RP,SILVA ROSAS JUDITH ADRIANA,BAYLON POLCO NANCY ESTELA,V,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,37,DIPUTADO FEDERAL RP,GODINEZ GRANILLO LUIS ENRIQUE,RAMIREZ TELLEZ ANTONIO,V,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,38,DIPUTADO FEDERAL RP,JIMENEZ PAZARAN BLANCA AZUCENA,CADENAS GOMEZ BRENDA NOEMI,V,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,39,DIPUTADO FEDERAL RP,GARCIA NAREZ ROBERTO JAVIER,BOLAÑOS REYNOSO AMADEO,V,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,40,DIPUTADO FEDERAL RP,SANCHEZ SALGADO CARMEN PAOLA,ESQUIVEL BAUTISTA LUCERO,V,M,M
PARTIDO DEL TRABAJO,1,DIPUTADO FEDERAL RP,AGUILAR GIL LILIA,GUTIERREZ BOJORQUEZ MA TERESA,I,M,M
PARTIDO DEL TRABAJO,2,DIPUTADO FEDERAL RP,RIOS VAZQUEZ ALFONSO PRIMITIVO,NAVARRETE GOMEZ RICARDO OCIEL,I,H,H
PARTIDO DEL TRABAJO,3,DIPUTADO FEDERAL RP,GUEVARA ESPINOZA ANA GABRIELA,PEREZ AMEZQUITA NALLELY GUADALUPE,I,M,M
PARTIDO DEL TRABAJO,4,DIPUTADO FEDERAL RP,GOMEZ ALARCON AMARANTE GONZALO,SANDOVAL RAMIREZ GILBERTO,I,H,H
PARTIDO DEL TRABAJO,5,DIPUTADO FEDERAL RP,MUÑOZ OSUNA GEMMA ALEJANDRA,VALDEZ HERERRA LIZETH DEL CARMEN,I,M,M
PARTIDO DEL TRABAJO,6,DIPUTADO FEDERAL RP,FELIX FAGOAGA JAVIER AZAEL,SANCHEZ BADILLO RAFAEL ARTURO,I,H,H
PARTIDO DEL TRABAJO,7,DIPUTADO FEDERAL RP,QUINTERO CARRILLO DIANA LUCIA,CARRILLO TORRES LUCIA,I,M,M
PARTIDO DEL TRABAJO,8,DIPUTADO FEDERAL RP,MEZA LEON ROBERTO,SANDOVAL SOTO JOAN MANUEL,I,H,H
PARTIDO DEL TRABAJO,9,DIPUTADO FEDERAL RP,VALENZUELA AMEZQUITA YAJAIRA AZUCENA,AVILES CARRILLO ERIKA JANETH,I,M,M
PARTIDO DEL TRABAJO,10,DIPUTADO FEDERAL RP,CORTES URREA RAMSES,SOTO ESQUIVEL JOSE LUIS,I,H,H
PARTIDO DEL TRABAJO,11,DIPUTADO FEDERAL RP,SOTO JIMENEZ DANIELA YOLANDA,LEON SANDOVAL MARITZA GUADALUPE,I,M,M
PARTIDO DEL TRABAJO,12,DIPUTADO FEDERAL RP,PEREZ ALANIZ JOAQUIN ALBERTO,DUARTE GONZALEZ JOSE LUIS,I,H,H
PARTIDO DEL TRABAJO,13,DIPUTADO FEDERAL RP,ALEGRIA JIMENEZ GUADALUPE,CASTILLO MENDOZA CLAUDIA,I,M,M
PARTIDO DEL TRABAJO,14,DIPUTADO FEDERAL RP,CONTRERAS GARCIA EDUARDO MANUEL,SIMON FERMIN JESUS,I,H,H
PARTIDO DEL TRABAJO,15,DIPUTADO FEDERAL RP,MOYRON RUTIAGA JUANITA BERENICE,PERALTA  MARIA LIDIA,I,M,M
PARTIDO DEL TRABAJO,16,DIPUTADO FEDERAL RP,TAPIA MEZA JORGE UBALDO,MORENO BORBON CESAR GABRIEL,I,H,H
PARTIDO DEL TRABAJO,17,DIPUTADO FEDERAL RP,MIRANDA PEREZ DULCE KARIME,MOLINA ALEMAN ANASTACIA STEFANIE,I,M,M
PARTIDO DEL TRABAJO,18,DIPUTADO FEDERAL RP,ROMERO FIGUEROA MARIO ALBERTO,ROMERO FIGUEROA LUIS GERARDO,I,H,H
PARTIDO DEL TRABAJO,19,DIPUTADO FEDERAL RP,SALAS CARBAJAL SANDY YESENIA,CARBAJAL COTA MARTHA JULIA,I,M,M
PARTIDO DEL TRABAJO,20,DIPUTADO FEDERAL RP,DUNN FITCH CHRISTIAN HIRAM,VILLAVICENCIO MARQUEZ FRANCISCO JESUS,I,H,H
PARTIDO DEL TRABAJO,21,DIPUTADO FEDERAL RP,TINOCO CARVAJAL NOELIA,PEÑA TRUQUI FRANCISCA,I,M,M
PARTIDO DEL TRABAJO,22,DIPUTADO FEDERAL RP,TAMAI GARCIA SERGIO,CASILLAS TAMAI ARMANDO,I,H,H
PARTIDO DEL TRABAJO,23,DIPUTADO FEDERAL RP,MENDOZA AGUILAR SILVIA,PEÑA RINCON ALEJANDRA,I,M,M
PARTIDO DEL TRABAJO,24,DIPUTADO FEDERAL RP,TIRADO MARTINEZ ALEJANDRO,MARTINEZ SANCHEZ GERARDO ALDAIR,I,H,H
PARTIDO DEL TRABAJO,25,DIPUTADO FEDERAL RP,LOPEZ LOPEZ MARIA GUADALUPE,CAMACHO SOBERANES MARIA ELENA,I,M,M
PARTIDO DEL TRABAJO,26,DIPUTADO FEDERAL RP,VELAZQUEZ CORTINA FRANCISCO DANIEL,BARRERA PRECIADO CARLOS DIONISIO,I,H,H
PARTIDO DEL TRABAJO,27,DIPUTADO FEDERAL RP,CHABEZ RODRIGUEZ ANTONIA,MARTINEZ SANCHEZ MARIANA SHARAI,I,M,M
PARTIDO DEL TRABAJO,28,DIPUTADO FEDERAL RP,CARRANZA DIAZ J. JESUS,GONZALEZ SOJO JOSE FELIX,I,H,H
PARTIDO DEL TRABAJO,29,DIPUTADO FEDERAL RP,PEREZ AMEZQUITA EVELYN MARIA,PEÑA ARELLANO MARIA DEL ROSARIO,I,M,M
PARTIDO DEL TRABAJO,30,DIPUTADO FEDERAL RP,ELIAS CRUZ CAMILO ALFONSO,SANCHEZ MERCADO HECTOR MIGUEL,I,H,H
PARTIDO DEL TRABAJO,31,DIPUTADO FEDERAL RP,RAMIREZ  HILDA ARACELIA,IBARRIA HERNANDEZ MARLENE SUGEY,I,M,M
PARTIDO DEL TRABAJO,32,DIPUTADO FEDERAL RP,GARCIA CARAVEO JUAN,MUÑOZ RUIZ DANIEL,I,H,H
PARTIDO DEL TRABAJO,33,DIPUTADO FEDERAL RP,OROZCO ARIAS MARIA ESTHER,LLAMAS AMBROSIO GLORIA,I,M,M
PARTIDO DEL TRABAJO,34,DIPUTADO FEDERAL RP,TORRES GONZALEZ JOEL,HERNANDEZ GARCIA JOSE ERVEY,I,H,H
PARTIDO DEL TRABAJO,35,DIPUTADO FEDERAL RP,SANTIAGO CARDENAS MARISOL,MUÑOZ GONZALEZ ANA KAREN,I,M,M
PARTIDO DEL TRABAJO,36,DIPUTADO FEDERAL RP,LUNA GUEVARA MARCO ANTONIO,ARCE ARECHIGA JOSE,I,H,H
PARTIDO DEL TRABAJO,37,DIPUTADO FEDERAL RP,GARCIA URIBE PAOLA YERALDINE,CORONADO MANZANO MARIA EUGENIA,I,M,M
PARTIDO DEL TRABAJO,38,DIPUTADO FEDERAL RP,RIOS NAVARRETE ARTURO,CEBALLOS AGUILAR LUIS MIGUEL,I,H,H
PARTIDO DEL TRABAJO,39,DIPUTADO FEDERAL RP,NUÑEZ PADILLA JESSICA,ACUÑA ARVALLO BARBARA ABIGAIL,I,M,M
PARTIDO DEL TRABAJO,40,DIPUTADO FEDERAL RP,MARTINEZ ZUÑIGA ESTEBAN,FUENTES AVILA MOISES EDUARDO,I,H,H
PARTIDO DEL TRABAJO,1,DIPUTADO FEDERAL RP,VAZQUEZ GONZALEZ PEDRO,GONZALEZ SOTO SANTIAGO,II,H,H
PARTIDO DEL TRABAJO,2,DIPUTADO FEDERAL RP,ARELLANES CERVANTES MARGARITA ALICIA,CORONA CAMPOS MARIA ANDREA,II,M,M
PARTIDO DEL TRABAJO,3,DIPUTADO FEDERAL RP,FEMAT BAÑUELOS ALFREDO,CAMPOS MIRELES TEODORO,II,H,H
PARTIDO DEL TRABAJO,4,DIPUTADO FEDERAL RP,AVILA VALADEZ RENATA LIBERTAD,CORDOVA ROJAS CLAUDIA GUDALUPE,II,M,M
PARTIDO DEL TRABAJO,5,DIPUTADO FEDERAL RP,ROSALES GONZALEZ ARNULFO ROBERTO,JARAMILLO ORTEGA ARTURO,II,H,H
PARTIDO DEL TRABAJO,6,DIPUTADO FEDERAL RP,VILLARREAL PUENTES RUBIT,RANGEL VARGAS CLAUDIA,II,M,M
PARTIDO DEL TRABAJO,7,DIPUTADO FEDERAL RP,VILLEGAS CARRILLO ARTURO,VILLEGAS AVILA ARTURO,II,H,H
PARTIDO DEL TRABAJO,8,DIPUTADO FEDERAL RP,VAZQUEZ RAMIREZ KAREN LIZETH,BATRES GOMEZ FLOR IDALIA,II,M,M
PARTIDO DEL TRABAJO,9,DIPUTADO FEDERAL RP,MAURICIO CARRERA OSCAR ALBERTO,FLORES MARTINEZ JESUS SALATIEL,II,H,H
PARTIDO DEL TRABAJO,10,DIPUTADO FEDERAL RP,MARTINEZ CRUZ EDITH,MARMOLEJO FUENTE ERIKA CECILIA,II,M,M
PARTIDO DEL TRABAJO,11,DIPUTADO FEDERAL RP,CAMPOS GONZALEZ JUAN,AGUILERA GONZALEZ GERARDO,II,H,H
PARTIDO DEL TRABAJO,12,DIPUTADO FEDERAL RP,VAZQUEZ HERRERA MA DE LOURDES,MARTINEZ VALADEZ ADRIANA,II,M,M
PARTIDO DEL TRABAJO,13,DIPUTADO FEDERAL RP,MARTINEZ MONTAÑEZ RODOLFO,DAVILA LUEVANO ADAN,II,H,H
PARTIDO DEL TRABAJO,14,DIPUTADO FEDERAL RP,OROZCO OLVERA JENNIFER,ENCISO GUERRERO JUANITA KARINA,II,M,M
PARTIDO DEL TRABAJO,15,DIPUTADO FEDERAL RP,VALADEZ  VICTOR HUGO,ROJAS RIOS JOSE,II,H,H
PARTIDO DEL TRABAJO,16,DIPUTADO FEDERAL RP,TORRES GARCIA MA. ELISA,CASTRO CASTAÑON MA. GUADALUPE,II,M,M
PARTIDO DEL TRABAJO,17,DIPUTADO FEDERAL RP,RODRIGUEZ LARA FRANCISCO,BASURTO OCHOA WALTER FERNANDO,II,H,H
PARTIDO DEL TRABAJO,18,DIPUTADO FEDERAL RP,RODRIGUEZ LARA MARIA TERESA,FELIX TRUJILLO MAYRA YARET,II,M,M
PARTIDO DEL TRABAJO,19,DIPUTADO FEDERAL RP,GUZMAN GOMEZ ABELARDO,DE VICENTE DE JESUS RICARDO TRINIDAD,II,H,H
PARTIDO DEL TRABAJO,20,DIPUTADO FEDERAL RP,TREJO LUGO MARIA FERNANDA,HERNANDEZ PEREZ ADRIANA,II,M,M
PARTIDO DEL TRABAJO,21,DIPUTADO FEDERAL RP,MADERA ALBA LUCAS,FRANCHINI ALVAREZ LUIS FERNANDO,II,H,H
PARTIDO DEL TRABAJO,22,DIPUTADO FEDERAL RP,TAVARES NAVARRETE DULCE ANTONIETA,NAVARRETE RUIZ MA  ELENA,II,M,M
PARTIDO DEL TRABAJO,23,DIPUTADO FEDERAL RP,MELENDEZ PEÑA RICARDO RUBEN,DE LA TORRE GARCIA JUAN ALFONSO,II,H,H
PARTIDO DEL TRABAJO,24,DIPUTADO FEDERAL RP,ALVARADO MENDOZA LAURA ESTELA,PEREZ GONZALEZ ALEJANDRA EDITH,II,M,M
PARTIDO DEL TRABAJO,25,DIPUTADO FEDERAL RP,TORRES MENDOZA RICARDO,MURGUIA TORRES OSVALDO ANTONIO,II,H,H
PARTIDO DEL TRABAJO,26,DIPUTADO FEDERAL RP,HERNANDEZ SANCHEZ DELIA,RABAGO MALDONADO LUZ MARIA,II,M,M
PARTIDO DEL TRABAJO,27,DIPUTADO FEDERAL RP,ESQUIVEL FERNANDEZ DANIEL EDUARDO,ESQUIVEL FERNANDEZ CESAR GERARDO,II,H,H
PARTIDO DEL TRABAJO,28,DIPUTADO FEDERAL RP,SETURINO ALCALA JUANA MARIA DEYANIRA,SALDAÑA TREJO ROSA,II,M,M
PARTIDO DEL TRABAJO,29,DIPUTADO FEDERAL RP,GUTIERREZ DE SIMONE JAIME ANTONIO,RECIO GENERA EDGAR EDUARDO,II,H,H
PARTIDO DEL TRABAJO,30,DIPUTADO FEDERAL RP,PONCE CANALES LORENZA EDITH,CANALES NAVARRO YESENIA LETICIA,II,M,M
PARTIDO DEL TRABAJO,31,DIPUTADO FEDERAL RP,SARABIA CONTRERAS JESUS,CALVILLO HERNANDEZ GERARDO ENRIQUE,II,H,H
PARTIDO DEL TRABAJO,32,DIPUTADO FEDERAL RP,RAMIREZ ESCOBEDO ELVIA MARIA,ZORRILLA ZORRILLA MARIA DE LOS ANGELES,II,M,M
PARTIDO DEL TRABAJO,33,DIPUTADO FEDERAL RP,REYNA RODRIGUEZ JUAN ARTURO,MARTINEZ HERNANDEZ JUAN MANUEL,II,H,H
PARTIDO DEL TRABAJO,34,DIPUTADO FEDERAL RP,PORTALES MARTINEZ ELIZABETH,DE LOS REYES GONZALEZ ESTHER,II,M,M
PARTIDO DEL TRABAJO,35,DIPUTADO FEDERAL RP,LIMAS VILLANUEVA JUAN JOSE,CUELLAR VEGA EDGAR ALEJANDRO,II,H,H
PARTIDO DEL TRABAJO,36,DIPUTADO FEDERAL RP,VEGA RANGEL DANIELA,VELAZQUEZ ALVAREZ NELLY PAOLA,II,M,M
PARTIDO DEL TRABAJO,37,DIPUTADO FEDERAL RP,URBINA DIAZ DE LEON DANIEL,RAMIREZ HERNANDEZ SERGIO,II,H,H
PARTIDO DEL TRABAJO,38,DIPUTADO FEDERAL RP,VEGA RANGEL MARIA FERNANDA,JIMENEZ HUERTA MARIA DEL ROCIO,II,M,M
PARTIDO DEL TRABAJO,39,DIPUTADO FEDERAL RP,MEJIA ESTRADA SERGIO,CRUZ CORPUS JORGE DANIEL,II,H,H
PARTIDO DEL TRABAJO,40,DIPUTADO FEDERAL RP,CRUZ PIÑA MA DEL REFUGIO,SOTO RODRIGUEZ HILLE GISELA,II,M,M
PARTIDO DEL TRABAJO,1,DIPUTADO FEDERAL RP,MARTINEZ RUIZ MARIBEL,HERNANDEZ PEREZ LUCY,III,M,M
PARTIDO DEL TRABAJO,2,DIPUTADO FEDERAL RP,ESPINOSA RAMOS FRANCISCO AMADEO,PEREGRINO GARCIA ABUNDIO,III,H,H
PARTIDO DEL TRABAJO,3,DIPUTADO FEDERAL RP,DE LA LUZ RIVAS MARIA ISIDRA,TORRES ARMENDARIZ LUCIA,III,M,M
PARTIDO DEL TRABAJO,4,DIPUTADO FEDERAL RP,ARELLANES CABALLERO RAFAEL ARMANDO,ESTRADA URBINA CARLOS MARIO,III,H,H
PARTIDO DEL TRABAJO,5,DIPUTADO FEDERAL RP,DOMINGUEZ GONZALEZ MIREYA,GONZALEZ MACHORRO MAILI ALICIA,III,M,M
PARTIDO DEL TRABAJO,6,DIPUTADO FEDERAL RP,COBIX BUSTAMANTE JUAN CARLOS,NEGRETE FLORES SAMUEL,III,H,H
PARTIDO DEL TRABAJO,7,DIPUTADO FEDERAL RP,LOPEZ RUIZ MARIA EVA,BERMUDEZ ESPINOSA GABRIELA ALEJANDRA,III,M,M
PARTIDO DEL TRABAJO,8,DIPUTADO FEDERAL RP,MORALES BEIZA MAURICIO,RAMIREZ ABURTO VICTOR MANUEL,III,H,H
PARTIDO DEL TRABAJO,9,DIPUTADO FEDERAL RP,TIRADO CASTAÑEDA IRENE CAROLINA,HUCHIM CERVERA CINTIA ELOINA,III,M,M
PARTIDO DEL TRABAJO,10,DIPUTADO FEDERAL RP,LOPEZ HERNANDEZ ANGEL ANTONIO,LOPEZ HERNANDEZ FRANCISCO JAVIER,III,H,H
PARTIDO DEL TRABAJO,11,DIPUTADO FEDERAL RP,DE LA TORRE CRUZ ANA KARINA,PEREZ RODRIGUEZ CRISTIAN GUADALUPE,III,M,M
PARTIDO DEL TRABAJO,12,DIPUTADO FEDERAL RP,MIS UC JUAN ESTEBAN,UC PEREZ GUSTAVO,III,H,H
PARTIDO DEL TRABAJO,13,DIPUTADO FEDERAL RP,CRUZ RAMIREZ AMIRA AZUCENA,GUILLEN GARCIA SOLEDAD MARLENE,III,M,M
PARTIDO DEL TRABAJO,14,DIPUTADO FEDERAL RP,CAMARA CABALLERO RUBEN CARLOS,HERRERA AVALOS VICTOR HUGO,III,H,H
PARTIDO DEL TRABAJO,15,DIPUTADO FEDERAL RP,LOPEZ HERNANDEZ MARIA ISABEL,MORENO MARTINEZ ADRIANA DEL ROSARIO,III,M,M
PARTIDO DEL TRABAJO,16,DIPUTADO FEDERAL RP,GONGORA SOHLE JUAN MIGUEL ANGEL,MEZA SANCHEZ JAVIER,III,H,H
PARTIDO DEL TRABAJO,17,DIPUTADO FEDERAL RP,SALOMON AGUILAR LADY YARED,ENRIQUEZ EDGAR MORAYMA,III,M,M
PARTIDO DEL TRABAJO,18,DIPUTADO FEDERAL RP,SANTIAGO GALLEGOS RENE EDUARDO,RICARDEZ ORTIZ DANIEL KARIM,III,H,H
PARTIDO DEL TRABAJO,19,DIPUTADO FEDERAL RP,CEGUEDA AGUILAR RUTH,COCOM PECH VIOLETA DEL ROSARIO,III,M,M
PARTIDO DEL TRABAJO,20,DIPUTADO FEDERAL RP,FRANCO DZUL ARMANDO,SANTIAGO AMAYA SILVINO,III,H,H
PARTIDO DEL TRABAJO,21,DIPUTADO FEDERAL RP,COMPAÑ COBOS GUADALUPE DOLORES,REYES GUEVARA JOVITA,III,M,M
PARTIDO DEL TRABAJO,22,DIPUTADO FEDERAL RP,JIMENEZ KU RENAN RAFAEL,PEREZ BAAS LUIS ROGELIO DE ATOCHA,III,H,H
PARTIDO DEL TRABAJO,23,DIPUTADO FEDERAL RP,BARCENAS ARREDONDO MARIA DEL CARMEN,LOPEZ MORA CARLA MICHELLE,III,M,M
PARTIDO DEL TRABAJO,24,DIPUTADO FEDERAL RP,HERNANDEZ LOPEZ ALEJANDRO,HERNANDEZ MORENO SANTIAGO,III,H,H
PARTIDO DEL TRABAJO,25,DIPUTADO FEDERAL RP,ALVAREZ JIMENEZ ESTELA,GUERRERO OJEDA LETICIA,III,M,M
PARTIDO DEL TRABAJO,26,DIPUTADO FEDERAL RP,HERNANDEZ DE LA CRUZ EDUARDO,LOPEZ FERIA JORGE LUIS,III,H,H
PARTIDO DEL TRABAJO,27,DIPUTADO FEDERAL RP,BROCA HERNANDEZ DELFINA,MENDEZ BROCA DIANA LAURA,III,M,M
PARTIDO DEL TRABAJO,28,DIPUTADO FEDERAL RP,RUIZ JIMENEZ MEFI,HERNANDEZ DOMINGUEZ AMBROCIO,III,H,H
PARTIDO DEL TRABAJO,29,DIPUTADO FEDERAL RP,RUIZ JIMENEZ SUSANA,RUIZ JIMENEZ SARAI,III,M,M
PARTIDO DEL TRABAJO,30,DIPUTADO FEDERAL RP,TORRES LOPEZ LUIS ENRIQUE,MENDEZ BROCA EVER YONI,III,H,H
PARTIDO DEL TRABAJO,31,DIPUTADO FEDERAL RP,HERNANDEZ LOPEZ NURI,JASSO SUAREZ MARIA DE JESUS,III,M,M
PARTIDO DEL TRABAJO,32,DIPUTADO FEDERAL RP,JIMENEZ GARCIA PABLO,DE LA CRUZ CORNELIO SAMUEL,III,H,H
PARTIDO DEL TRABAJO,33,DIPUTADO FEDERAL RP,VELAZQUEZ IZQUIERDO JACOBINA,GARCIA PEREZ IRENE,III,M,M
PARTIDO DEL TRABAJO,34,DIPUTADO FEDERAL RP,CLEMENTE AGUILAR JOSE JUAN,GONZALEZ MORALES MOISES,III,H,H
PARTIDO DEL TRABAJO,35,DIPUTADO FEDERAL RP,ALVAREZ KUYOC CARLA NALLELY,CUXIM AVILA NOYMI DEL ROSARIO,III,M,M
PARTIDO DEL TRABAJO,36,DIPUTADO FEDERAL RP,TRUJILLO VIDAL CARLOS ALBERTO,RUIZ VAZQUEZ JONATHAN,III,H,H
PARTIDO DEL TRABAJO,37,DIPUTADO FEDERAL RP,AGUILAR KU MARIA ESTHER,ROMERO DE LA CRUZ INGRID CELESTE,III,M,M
PARTIDO DEL TRABAJO,38,DIPUTADO FEDERAL RP,VERGARA BRICEÑO ARTURO,CHAN MENA JESUS HUMBERTO,III,H,H
PARTIDO DEL TRABAJO,39,DIPUTADO FEDERAL RP,RAMOS NAVA REYNA,RIVERA LUCAS JUDITH,III,M,M
PARTIDO DEL TRABAJO,40,DIPUTADO FEDERAL RP,CASTRO ROSADO EDUARDO DARIEN,INDILI JUAREZ ANGEL DE JESUS,III,H,H
PARTIDO DEL TRABAJO,1,DIPUTADO FEDERAL RP,GONZALEZ YAÑEZ OSCAR,GARAY ULLOA SILVANO,IV,H,H
PARTIDO DEL TRABAJO,2,DIPUTADO FEDERAL RP,NUÑEZ MONREAL MAGDALENA DEL SOCORRO,ORTEGA CORTES ZENAIDA,IV,M,M
PARTIDO DEL TRABAJO,3,DIPUTADO FEDERAL RP,OCHOA GUZMAN RAFAEL,RODRIGUEZ LOPEZ GERARDO DAVID,IV,H,H
PARTIDO DEL TRABAJO,4,DIPUTADO FEDERAL RP,SANCHEZ GARCIA LIZETH,BRIONES LOPEZ MARIA DEL PILAR,IV,M,M
PARTIDO DEL TRABAJO,5,DIPUTADO FEDERAL RP,GUTIERREZ REYES JAVIER,MARTINEZ GOMEZ ADALID,IV,H,H
PARTIDO DEL TRABAJO,6,DIPUTADO FEDERAL RP,LUCENA PALACIOS YAZMIN,MORALES NERI ROSARIO,IV,M,M
PARTIDO DEL TRABAJO,7,DIPUTADO FEDERAL RP,LOPEZ HERNANDEZ GABRIEL,APARICIO SALAZAR AGUSTIN,IV,H,H
PARTIDO DEL TRABAJO,8,DIPUTADO FEDERAL RP,BAUTISTA MERINO MARIA DEL CARMEN,LOPEZ ROSALES KAREN,IV,M,M
PARTIDO DEL TRABAJO,9,DIPUTADO FEDERAL RP,ROSALES CRUZ MANUEL,ANTONIO CONTRERAS ARTURO,IV,H,H
PARTIDO DEL TRABAJO,10,DIPUTADO FEDERAL RP,ROBLES DIAZ VERONICA,MARTINEZ ROMANO HEIDI ALHELI,IV,M,M
PARTIDO DEL TRABAJO,11,DIPUTADO FEDERAL RP,WENCES BAHENA MARTIN,CASTAÑEDA ESQUIVEL JUAN MANUEL,IV,H,H
PARTIDO DEL TRABAJO,12,DIPUTADO FEDERAL RP,MARTINEZ ROMANO ESTHER,CAMACHO SANCHEZ GUADALUPE ZURIDHAY,IV,M,M
PARTIDO DEL TRABAJO,13,DIPUTADO FEDERAL RP,ROMANO BONIFACIO FILOMENO,SOSA RICHAUD JOSE SERGIO,IV,H,H
PARTIDO DEL TRABAJO,14,DIPUTADO FEDERAL RP,CUERVO MEZA NATANAEL,JARQUIN ROBERTO LIZZETT,IV,M,M
PARTIDO DEL TRABAJO,15,DIPUTADO FEDERAL RP,HERNANDEZ COLIN CRISTOBAL,AVILA HERNANDEZ DIONICIO LEONARDO,IV,H,H
PARTIDO DEL TRABAJO,16,DIPUTADO FEDERAL RP,SERAPIO CANTU ALIS,MENDEZ ARANDA SANDRA,IV,M,M
PARTIDO DEL TRABAJO,17,DIPUTADO FEDERAL RP,GUERRERO LARA RAUL GERARDO,ANGELES JIMENEZ JOSE DE JESUS,IV,H,H
PARTIDO DEL TRABAJO,18,DIPUTADO FEDERAL RP,CIRILO ELIGIO LILIA,SEGURA CUEVAS MARIA DE LOS ANGELES,IV,M,M
PARTIDO DEL TRABAJO,19,DIPUTADO FEDERAL RP,AGUILAR MARTINEZ EDILBERTO,GONZALEZ ROJAS JOSE RODOLFO,IV,H,H
PARTIDO DEL TRABAJO,20,DIPUTADO FEDERAL RP,ZUÑIGA MEDINA YOLANDA,LICEA HUICOCHEA LINA EDITH,IV,M,M
PARTIDO DEL TRABAJO,21,DIPUTADO FEDERAL RP,SAAVEDRA PULIDO PABLO,MUÑOZ SANCHEZ BENJAMIN,IV,H,H
PARTIDO DEL TRABAJO,22,DIPUTADO FEDERAL RP,TAFOYA RUIZ ERIKA PAOLA,MATIAS IGNACIO MARIA GUADALUPE,IV,M,M
PARTIDO DEL TRABAJO,23,DIPUTADO FEDERAL RP,MORALES SALAZAR ANSELMO,REYES AGUAYO ROMAN,IV,H,H
PARTIDO DEL TRABAJO,24,DIPUTADO FEDERAL RP,FRANCO VARELA ELIZABETH,MENESES TEXIS ROSA,IV,M,M
PARTIDO DEL TRABAJO,25,DIPUTADO FEDERAL RP,CANCELADO,REYES MENDOZA JULIO CESAR,IV,H,H
PARTIDO DEL TRABAJO,26,DIPUTADO FEDERAL RP,CUAHUTENCOS ZEMPOALTECATL EDITH,CUAHUTENCOS MORALES GUADALUPE,IV,M,M
PARTIDO DEL TRABAJO,27,DIPUTADO FEDERAL RP,VARELA ESPINOZA RAMIRO,SANCHEZ CASTILLO DAVID,IV,H,H
PARTIDO DEL TRABAJO,28,DIPUTADO FEDERAL RP,FERNANDEZ SANCHEZ JACQUELINE,PAREDES LAZCANO EVELIA,IV,M,M
PARTIDO DEL TRABAJO,29,DIPUTADO FEDERAL RP,PEREZ HERNANDEZ SANTIAGO,LOPEZ REYES ISMAEL,IV,H,H
PARTIDO DEL TRABAJO,30,DIPUTADO FEDERAL RP,MARQUEZ DUARTE ALBA NIDYA,RUIZ LONGINES MARIA TERESA,IV,M,M
PARTIDO DEL TRABAJO,31,DIPUTADO FEDERAL RP,ALCANTARILLA TECHALOTZI ELADIO,HILARIO TEPAL FREDY,IV,H,H
PARTIDO DEL TRABAJO,32,DIPUTADO FEDERAL RP,BAENA CORTES EDUWIGES,JUAREZ MONTES DE OCA ELIZABETH ESPERANZA,IV,M,M
PARTIDO DEL TRABAJO,33,DIPUTADO FEDERAL RP,HERNANDEZ CANDIA NELSON,GALVEZ AVILEZ FERNANDO,IV,H,H
PARTIDO DEL TRABAJO,34,DIPUTADO FEDERAL RP,JIMENEZ MENDEZ MA. EVA PAULINA,ARENAS ONOFRE MARISELA,IV,M,M
PARTIDO DEL TRABAJO,35,DIPUTADO FEDERAL RP,SOLIS PELAEZ CRISTIAN EDER,GUERRERO DIAZ JUAN CARLOS,IV,H,H
PARTIDO DEL TRABAJO,36,DIPUTADO FEDERAL RP,GARCIA HERNANDEZ LORENA,SALAZAR DE LOS SANTOS TERESITA DE JESUS,IV,M,M
PARTIDO DEL TRABAJO,37,DIPUTADO FEDERAL RP,SAUCEDO HURTADO JOSE,SEIS SALMERON EUSTAQUIO,IV,H,H
PARTIDO DEL TRABAJO,38,DIPUTADO FEDERAL RP,ALEMAN GARCIA CLAUDIA,DIAZ RAMIREZ LILIA,IV,M,M
PARTIDO DEL TRABAJO,39,DIPUTADO FEDERAL RP,GUERRERO MARTINEZ JOSE ALBERTO,RODRIGUEZ COLCHERO JAIRO HUMBERTO,IV,H,H
PARTIDO DEL TRABAJO,40,DIPUTADO FEDERAL RP,CASTRO LOPEZ BRISEIDA CEMIRAMIS,MARTINEZ GARCIA MAYELA ISABEL,IV,M,M
PARTIDO DEL TRABAJO,1,DIPUTADO FEDERAL RP,SANDOVAL FLORES REGINALDO,HUACUS ESQUIVEL FRANCISCO JAVIER,V,H,H
PARTIDO DEL TRABAJO,2,DIPUTADO FEDERAL RP,GARCIA LOPEZ MIRNA,RAMIREZ TRUJILLO YOLITZI,V,M,M
