NOMBRE_ASOCIACION,NUMERO_LISTA,TIPO_CANDIDATURA_PROP,NOMBRE_PROPIETARIO,NOMBRE_SUPLENTE,CIRCUNSCRIPCION_ELECCION,SEXO_PROP,SEXO_SUP
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,14,DIPUTADO FEDERAL RP,ZAVALA SERVIN CRISTIAN RODRIGO,RODRIGUEZ SANCHEZ MIGUEL ANGEL,II,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,15,DIPUTADO FEDERAL RP,SANCHEZ TOVAR MARIBEL,MARTINEZ PORTILLO ROSA MARIA,II,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,16,DIPUTADO FEDERAL RP,MARTINEZ ESCAREÑO ROGELIO,TRUJILLO MARTINEZ RUBEN,II,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,17,DIPUTADO FEDERAL RP,VEGA TAPIA MARIA DEYANIRA,MORALES JUAREZ MARTHA TERESA,II,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,18,DIPUTADO FEDERAL RP,RESENDIZ FEREGRINO JOSE MARIO,TOVAR CHAVEZ FRANCISCO,II,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,19,DIPUTADO FEDERAL RP,ADAME ESPARZA MARIA JOSE,FLORES PEREZ MAYRA JANET,II,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,20,DIPUTADO FEDERAL RP,ESTEFANIA TORRES DIEGO ARMANDO,RANGEL LEON URIEL ADONIS,II,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,21,DIPUTADO FEDERAL RP,GASCA SAUZ ELVIA MARIA,OLIVARES TORRES BLANCA,II,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,22,DIPUTADO FEDERAL RP,SAMANO VALDES LUIS CARLOS,PAMANES VAZQUEZ CESAR EDUARDO,II,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,23,DIPUTADO FEDERAL RP,TENIENTE MENDOZA CINTHIA GUADALUPE,RAMIREZ FLORES SONIA,II,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,24,DIPUTADO FEDERAL RP,ESTEFANIA TORRES MARCO MAURICIO,CARAPIA HERNANDEZ GERARDO,II,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,25,DIPUTADO FEDERAL RP,PINEDA GUEL ANA ROSA,BUENDIA GONZALEZ MARIA GUADALUPE,II,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,26,DIPUTADO FEDERAL RP,UREÑA FRAUSTO ERICK GODAR,CORTINEZ ESCANDON ISMAEL,II,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,27,DIPUTADO FEDERAL RP,RODRIGUEZ ARAIZA CRISTINA JUDITH,ARAIZA MARTINEZ MARIA RAMONA,II,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,28,DIPUTADO FEDERAL RP,SANTILLAN CASSIAN MARCO POLO,FLORES GALVAN SERGIO IVAN,II,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,29,DIPUTADO FEDERAL RP,MIRANDA ARROYO MARIA JUANA GEORGINA,NUÑEZ CUEVAS MERCEDES,II,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,30,DIPUTADO FEDERAL RP,SANTOS RODRIGUEZ DANIEL,ZAVALA HERRERA BRAULIO FELIX,II,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,31,DIPUTADO FEDERAL RP,NAVARRO MURILLO MARIA VICTORIA,ZAVALA RAMIREZ MARIA FERNANDA,II,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,32,DIPUTADO FEDERAL RP,PALACIOS RODRIGUEZ JORGE ANGEL,ZARAGOZA PUGA HUGO CESAR,II,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,33,DIPUTADO FEDERAL RP,MORALES OJEDA MARIA DEL SOCORRO,MEDINA SANCHEZ MARIA DEL CARMEN,II,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,34,DIPUTADO FEDERAL RP,ALVARADO GALAVIZ JOSE RENATO,RODRIGUEZ MIJARES JOSE JOAQUIN,II,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,35,DIPUTADO FEDERAL RP,CENTENO ARANDA MARTHA ADRIANA,BARRIOS CHAVERO BERTHA,II,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,36,DIPUTADO FEDERAL RP,REYES CARMONA EMMANUEL,ZARAGOZA RAMIREZ RAMIRO,II,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,37,DIPUTADO FEDERAL RP,SANDOVAL MORALES MARIBEL AMERICA,PEREZ CASTRO GUADALUPE,II,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,38,DIPUTADO FEDERAL RP,VALDEZ VARGAS JORGE OSVALDO,REYES SANCHEZ PEDRO,II,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,39,DIPUTADO FEDERAL RP,IBARRA CERVANTES CLARA,MENDOZA SOTO CINTHIA JUDITH,II,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,40,DIPUTADO FEDERAL RP,MORENO ADAME ALAN ADRIAN,SIFUENTES DUEÑAS ANTONIO DE JESUS,II,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,1,DIPUTADO FEDERAL RP,RODRIGUEZ ZAMORA NORMA AZUCENA,RODRIGUEZ SILVA PERLA EUGENIA,III,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,2,DIPUTADO FEDERAL RP,GARCIA CORPUS TEOFILO MANUEL,MURAT MACIAS LUIS OCTAVIO,III,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,3,DIPUTADO FEDERAL RP,VILLALOBOS TOLEDO TERESITA,CRUZ ORTIZ ARIADNNA,III,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,4,DIPUTADO FEDERAL RP,DE LA VEGA ASMITIA JOSE ANTONIO PABLO,CARMONA CABRERA VANDENBERGH STASYN,III,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,5,DIPUTADO FEDERAL RP,OLVERA MARCIAL GABRIELA,PECH FRIAS KAROLINA,III,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,6,DIPUTADO FEDERAL RP,VILLANUEVA MUKUL ERIC EBER,ORTEGA SANTANA ABRAHAM,III,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,7,DIPUTADO FEDERAL RP,RODRIGUEZ GALVAN ROSALBA,RODRIGUEZ RODRIGUEZ REYNA,III,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,8,DIPUTADO FEDERAL RP,BAGDADI PEREZ JALIL ABRAHAM,AKE MAY ANGEL AZAEL,III,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,9,DIPUTADO FEDERAL RP,RENDON HERNANDEZ YOLANDA,BENAVIDES MARTINEZ EMMA YEIMI,III,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,10,DIPUTADO FEDERAL RP,SOBRINO SIERRA EDUARDO,PINTO SOLIS GERMAN YGNACIO,III,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,11,DIPUTADO FEDERAL RP,LOYA ARGUMEDO MARIA ZITA,TARACENA GORDILLO LETICIA,III,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,12,DIPUTADO FEDERAL RP,SABIDO MENDEZ ARCADIO,CALDERON CHARMIN LEVI,III,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,13,DIPUTADO FEDERAL RP,MARTINEZ PANTALEON YEIMY DOLORES,TIBURCIO HERNANDEZ DELTA ESTELA,III,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,14,DIPUTADO FEDERAL RP,PEREZ SANCHEZ LUIS ARMANDO,RAMIREZ OCAMPO HOMERO,III,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,15,DIPUTADO FEDERAL RP,GUZMAN GARAY ELIZABETH,GOMEZ AGUILAR NIDIA KARINA,III,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,16,DIPUTADO FEDERAL RP,EUAN BLANCO ALI CESAR,CRUZ ARELLANO AXEL,III,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,17,DIPUTADO FEDERAL RP,MELCHOR VASQUEZ ANGELICA ROCIO,ORTIZ JIMENEZ DAISY ARACELI,III,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,18,DIPUTADO FEDERAL RP,SANTIAGO MORENO GIOVANNI,MORENO PEREZ FRANCISCO,III,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,19,DIPUTADO FEDERAL RP,GARCIA LOPEZ DULCE MARIA,MERINO MACHORRO ILEANA SARAI,III,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,20,DIPUTADO FEDERAL RP,BERNARDO GOMEZ JHONY ADALBERTO,HERNANDEZ GONZALEZ ORLANDO,III,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,21,DIPUTADO FEDERAL RP,ROMERO GOMEZ KARLA YLIANA,DURAN MEDINA MARIA PAULA,III,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,22,DIPUTADO FEDERAL RP,GARCIA ELIZONDO ANTONIO EMMANUEL,RODRIGUEZ SALAS FRANCISCO JAVIER,III,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,23,DIPUTADO FEDERAL RP,CRUZ GONZALEZ ABIGAIL,MARTINEZ MARTINEZ REGINA,III,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,24,DIPUTADO FEDERAL RP,RAMOS CASTELLANOS MARTIN,PEREZ BRAVO JOSE LUIS,III,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,25,DIPUTADO FEDERAL RP,LOPEZ ALAVEZ ROCIO,RAMIREZ MARCELO GABRIELA ESTEFANIA,III,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,26,DIPUTADO FEDERAL RP,MENDEZ BALDERRAMA ELOY,ROJAS RAMIREZ OMAR,III,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,27,DIPUTADO FEDERAL RP,CHEL MAURIES CAROLINA,BUSTOS ORTIZ ADDY BEATRIZ,III,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,28,DIPUTADO FEDERAL RP,GARCIA RODRIGUEZ LEONARDO ANTONIO,DIAZ  GREGORIO,III,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,29,DIPUTADO FEDERAL RP,CUEVAS QUINTANAR ESMERALDA,MUNGUIA RUIZ MIRIAM DEL CARMEN,III,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,30,DIPUTADO FEDERAL RP,LEYVA GANDARILLAS ABEL JESUS,MOO MOO WILBERTH,III,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,31,DIPUTADO FEDERAL RP,HERNANDEZ GARIVO HALEY CORINA,BARRERA SOLIS SARA,III,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,32,DIPUTADO FEDERAL RP,MAY ORDOÑEZ JAHIR ALEJANDRO,LOPEZ SANTOS EDISON EDUARDO,III,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,33,DIPUTADO FEDERAL RP,MENDOZA NAVA EVELYN NATALY,PASCUAL DIEGO FLOR CONCEPCION,III,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,34,DIPUTADO FEDERAL RP,RAMIREZ MORENO CARLOS ALBERTO,GRAJALES PENICHE CARLOS,III,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,35,DIPUTADO FEDERAL RP,CRUZ PABLO MONICA,DIEGO HERNANDEZ VERONICA,III,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,36,DIPUTADO FEDERAL RP,GONZALEZ PAREDES WUILLIAM EDMUNDO,LEDEZMA ALVAREZ DARIO,III,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,37,DIPUTADO FEDERAL RP,CANUL ESPADAS LUZ MARIA,PUC CHAN INRI ABIGAIL GUADALUPE,III,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,38,DIPUTADO FEDERAL RP,MARIN MIGUEL EDMUNDO,UC GOMEZ SERGIO MANUEL,III,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,39,DIPUTADO FEDERAL RP,ANCONA SAMOS MARIA CATALINA,BORGES PASOS MIRNA MERCEDES,III,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,40,DIPUTADO FEDERAL RP,MADSON PENAGOS CARLOS ALBERTO,TOLEDO LAPARRA IVAN DANIEL,III,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,1,DIPUTADO FEDERAL RP,SERRANO CORTES HECTOR,MARTINEZ SALAS LAURO ANTONIO,IV,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,2,DIPUTADO FEDERAL RP,MACIAS RABAGO CARMEN JULIETA,BRETON HERNANDEZ MARIANA IVONNE,IV,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,3,DIPUTADO FEDERAL RP,TOLEDO GUTIERREZ MAURICIO ALONSO,OCAMPO OLIVARES BENITO,IV,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,4,DIPUTADO FEDERAL RP,ROSAS MARTINEZ LUZ ESTEFANIA,PEREZ PEREZ GABRIELA SCARLETT,IV,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,5,DIPUTADO FEDERAL RP,LUNA ESTRADA LEONEL,NADER ARGUMEDO CARLOS LUIS,IV,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,6,DIPUTADO FEDERAL RP,CRUZ PASTRANA MARA ILIANA,LARIOS CRUZ DOURDANE CITLALLI,IV,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,7,DIPUTADO FEDERAL RP,ESPINOSA CHAZARO LUIS ANGEL XARIEL,CAMBRON SORIA JUAN MANUEL,IV,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,8,DIPUTADO FEDERAL RP,MARTINEZ HERRERA BRAVO CAROLINA,CERVANTES MUÑOZ ARIAFNA YULEYDY,IV,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,9,DIPUTADO FEDERAL RP,VENADERO MEDINILLA RUBEN EDUARDO,MATA MENDOZA CRISTIAN GERSON,IV,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,10,DIPUTADO FEDERAL RP,SPEZZIA MORALES KARLA,CRUZ MARTINEZ DENISSE,IV,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,11,DIPUTADO FEDERAL RP,MEDINA VALDIVIA OSCAR,DELGADILLO VARGAS RUBEN,IV,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,12,DIPUTADO FEDERAL RP,SERRANO PEÑA MARINA ESTEFFANI,LOPEZ AVILES MARIA ELENA,IV,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,13,DIPUTADO FEDERAL RP,NAVARRETE NUÑEZ OMAR,MENDOZA DIAZ DIEGO ALBERTO,IV,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,14,DIPUTADO FEDERAL RP,GONZALEZ SERRANO DULCE MARIA,LOPEZ GONZALEZ JESICA JANET,IV,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,15,DIPUTADO FEDERAL RP,GONZALEZ TEXTA FELIX,RIVERA ROMAN ABRAHAM MAVAEL,IV,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,16,DIPUTADO FEDERAL RP,CORTES PANCOATL TERESA,HUERTA ROSAS VICENTA KARINA,IV,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,17,DIPUTADO FEDERAL RP,ZAMUDIO ROSALES JOSE ALEJANDRO,RIOS AYALA MARTIN ANTONIO,IV,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,18,DIPUTADO FEDERAL RP,ACOSTA GARCIA SARAI,AVILES VERA MARTHA BELEM,IV,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,19,DIPUTADO FEDERAL RP,MONSREAL CABRERA JESUS JAVIER,NAVA MANRIQUEZ FRANCISCO,IV,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,20,DIPUTADO FEDERAL RP,BERMUDEZ GOMEZ EULALIA MARIA,AVILA MORENO YESENIA,IV,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,21,DIPUTADO FEDERAL RP,GONZALEZ ROMERO VICTOR,GALINDO HERNANDEZ SERGIO IVAN,IV,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,22,DIPUTADO FEDERAL RP,NAVA FUERTES ANAHI,AMBRIZ CRUZ ELIZABETH,IV,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,23,DIPUTADO FEDERAL RP,MALVIDO VARGAS JULIO WALDEMAR,SANCHEZ JUAREZ MIGUEL ANGEL,IV,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,24,DIPUTADO FEDERAL RP,REYES ZAMORA KARLA,MIRON VEGA ERIKA,IV,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,25,DIPUTADO FEDERAL RP,RODRIGUEZ SALAS FERNANDO,SABINO CORREA JOSE ANIBAL,IV,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,26,DIPUTADO FEDERAL RP,TORRES ROSALES PATRICIA LUCIA,MORALES HERNANDEZ VERONICA,IV,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,27,DIPUTADO FEDERAL RP,BOYZO SOLIS RUBEN,MUNGUIA TELLEZ DANIEL,IV,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,28,DIPUTADO FEDERAL RP,CHAVEZ OLIVARES MARIA PAOLA,GONZALEZ VAZQUEZ BRANDA ADRIANA,IV,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,29,DIPUTADO FEDERAL RP,FERNANDEZ GUTIERREZ JAIME,HERNANDEZ AGUILA ALAIN,IV,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,30,DIPUTADO FEDERAL RP,MIRANDA SALDIVAR ANA ELENA,HERNANDEZ MARTINEZ MONICA,IV,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,31,DIPUTADO FEDERAL RP,SANCHEZ HERNANDEZ JOSE MISAEL,RAMIREZ CUETO LUIS ALVARO,IV,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,32,DIPUTADO FEDERAL RP,RAMIREZ MAYA BERENICE,RIVES CASTILLO NUBIA FABIOLA,IV,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,33,DIPUTADO FEDERAL RP,BUSTILLOS MONCAYO BERNARDO,BUSTILLOS VAZQUEZ MAURICIO,IV,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,34,DIPUTADO FEDERAL RP,GONZALEZ HERRERA KATYA STEPHANIA,GONZALEZ RUIZ ILSE DANIELA,IV,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,35,DIPUTADO FEDERAL RP,SANCHEZ FLORES FEDERICO EMMANUEL,PERALTA VALDEZ GERMAN YAIR,IV,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,36,DIPUTADO FEDERAL RP,HERNANDEZ ALVARADO MAYRA,LOPEZ MENDOZA YENY,IV,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,37,DIPUTADO FEDERAL RP,VENTURA GONZALEZ ANTONIO,VARGAS ALCARAZ DIEGO ALEJANDRO,IV,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,38,DIPUTADO FEDERAL RP,CORONA GARCIA LESLIE ARANZZA,RUBIO QUIROZ JIMENA MONSERRAT,IV,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,39,DIPUTADO FEDERAL RP,LOPEZ GARCIA JOSE MANUEL,ALBARRAN MARTINEZ ROBERTO ODILON,IV,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,40,DIPUTADO FEDERAL RP,ACOSTA SANTAMARIA MONICA CATALINA,PAZ ACOSTA PAMELA ANA ROSA,IV,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,1,DIPUTADO FEDERAL RP,TORRES PIÑA CARLOS,MENDOZA OLVERA ALEJANDRO,V,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,2,DIPUTADO FEDERAL RP,BAUTISTA RODRIGUEZ MONICA,MONROY GARCIA MARIA ISABEL,V,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,3,DIPUTADO FEDERAL RP,SALINAS NARVAEZ JAVIER,GARCIA BECERRA EFRAIN,V,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,4,DIPUTADO FEDERAL RP,GARCIA VALENCIA KARLA KRISTEL,PEÑARRIETA BARAJAS JACQUELINE ODETTE,V,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,5,DIPUTADO FEDERAL RP,ALONSO OLAMENDI MIGUEL,RIVERA FERNANDO JULIO CESAR,V,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,6,DIPUTADO FEDERAL RP,SANTIAGO JIMENEZ LUZ MARIA,CRUZ BARRAGAN ANGELICA,V,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,7,DIPUTADO FEDERAL RP,ZEPEDA HERNANDEZ MARTIN,GUTIERREZ PEREZ ADRIAN,V,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,8,DIPUTADO FEDERAL RP,GODINEZ GRANILLO MA. ISABEL,LOPEZ BENITEZ LEYDA SARAI,V,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,9,DIPUTADO FEDERAL RP,RIVERA LOPEZ RAFAEL JOHNVANY,ABREGO ESCALANTE CELESTINO,V,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,10,DIPUTADO FEDERAL RP,VELAZQUEZ SANCHEZ JULIETA,VELAZQUEZ SANCHEZ GUADALUPE,V,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,11,DIPUTADO FEDERAL RP,RUIZ FIGUEROA RAFAEL,AYALA HERNANDEZ ANTONIO DE JESUS,V,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,12,DIPUTADO FEDERAL RP,MANZO MARTINEZ ANA LILIA,GARCIA ALFARO CELESTE,V,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,13,DIPUTADO FEDERAL RP,BOYZO PEÑALOZA RICARDO ANTONIO,BOYZO PEÑALOZA RICARDO HUMBERTO,V,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,14,DIPUTADO FEDERAL RP,ROSAS CHAVEZ NATIVIDAD,SANCHEZ GONZALEZ OLGA MARA,V,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,15,DIPUTADO FEDERAL RP,RIVAS COPADO CRISTOPHER DENIS,MONTES DE OCA HERNANDEZ RAUL,V,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,16,DIPUTADO FEDERAL RP,SANCHEZ CHECA SONIA ARELI,RUIZ FIGUEROA LILIANA ANDREA,V,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,17,DIPUTADO FEDERAL RP,HEREDIA RUIZ ARTEMIO,CAÑAS GARCIA CARLOS,V,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,18,DIPUTADO FEDERAL RP,SOTO REYES FELISA LEONOR,JUAREZ GUTIERREZ MARISOL,V,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,19,DIPUTADO FEDERAL RP,OLVERA CABALLERO JOSE IGNACO,RIVAS COPADO JOSEPH ALAN,V,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,20,DIPUTADO FEDERAL RP,CHAVEZ JAUREGUI ANA LILIA,CHAVEZ JAUREGUI MARIA PAULINA,V,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,21,DIPUTADO FEDERAL RP,SANCHEZ REYES JOSE ALFREDO,MARTINEZ HUERTA ALEJANDRO,V,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,22,DIPUTADO FEDERAL RP,VILLAGOMEZ ESCALANTE ASHLEY,MOSQUEDA MORENO VANIA YAEL,V,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,23,DIPUTADO FEDERAL RP,MEDINA PERALTA ELIUD GABRIEL,ESPINOSA BRITO CHRISTIAN DANIEL,V,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,24,DIPUTADO FEDERAL RP,APOLONIO COMUNIDAD LOURDES,MENDOZA GODINEZ YHOSLIN EURIDICE,V,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,25,DIPUTADO FEDERAL RP,JACOME HUESCA CRISTOBAL,MENESES MORALES MARIO,V,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,26,DIPUTADO FEDERAL RP,JURADO TERRAZAS LILIANA,PEREZ BRAVO MAYTE,V,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,27,DIPUTADO FEDERAL RP,VAZQUEZ CHAVEZ JUAN OSCAR,ARELLANO MEGIA JOSE DE JESUS,V,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,28,DIPUTADO FEDERAL RP,DOMINGUEZ MIROS YANELI,REYES HERNANDEZ ARGENTINA,V,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,29,DIPUTADO FEDERAL RP,GUTIERREZ RAMIREZ EYMAR JAVIER,BERNALDEZ LOBATO JONATHAN,V,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,30,DIPUTADO FEDERAL RP,FLORES LOZANO ANTONIA SOFIA,OSEGUERA SOLORIO ANGELES,V,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,31,DIPUTADO FEDERAL RP,NAVARRETE VILLA ALFONSO,CASTRO MONROY VICENTE,V,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,32,DIPUTADO FEDERAL RP,CANCELADO,VAZQUEZ ZAPATA RAQUEL,V,M,M
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,33,DIPUTADO FEDERAL RP,CAÑAS GARCIA ALBERTO,JACOBO PEDRAZA RAUL,V,H,H
PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,34,DIPUTADO FEDERAL RP,SOSA JIMENEZ MAYRA ELIZABETH,SOSA RUIZ YURIXHI ALEXANDRA,V,M,M
