ESTADO_ELECCION,NOMBRE_ASOCIACION,TIPO_CANDIDATURA_PROP,NOMBRE_PROPIETARIO,NOMBRE_SUP,DISTRITO_ELECCION,SEXO_PROP,SEXO_SUP
CIUDAD DE MEXICO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,GARCÍA MARTÍNEZ THANIA MONSERRAT,MORENO MONTERROSA EVANGELINA,19-IZTAPALAPA,M,M
CIUDAD DE MEXICO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,OLIVER MONTESANTOS EDUARDO,ESPEJEL GUTIERREZ ALFONSO,20-IZTAPALAPA,H,H
CIUDAD DE MEXICO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,AMAYA BERROCAL JOSE,DEL VALLE MEDINA JUAN CARLOS,21-XOCHIMILCO,H,H
CIUDAD DE MEXICO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,SALMORAN SANCHEZ ARACELI,SALAZAR SALMORAN ARELY GUADALUPE,22-IZTAPALAPA,M,M
CIUDAD DE MEXICO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,RUBIO LOPEZ LORENA ELIZABETH,ESTRADA GONZALEZ MARGARITA DEL ROSARIO,23-COYOACAN,M,M
CIUDAD DE MEXICO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,GARCIA GARCIA JUAN CARLOS,RAMOS ALVARADO JOSE RAUL HEINZ,24-COYOACAN,H,H
DURANGO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,FRAGOSO MIRANDA VERONICA,TOVALIN MUÑOZ MARIA GUADALUPE,1-VICTORIA DE DURANGO,M,M
DURANGO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,BICHIR DURAN OLGA LYDIA,LOPEZ MANZUR EDALHI,2-GOMEZ PALACIO,M,M
DURANGO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,LOPEZ MORALES ALEJANDRO,MIRELES BORJAS MIGUEL ANGEL,3-GUADALUPE VICTORIA,H,H
DURANGO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,FRANCO SOLER FRANCISCO,LOPEZ GALLEGOS JORGE ZAID,4-VICTORIA DE DURANGO,H,H
GUANAJUATO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,GONZÁLEZ ESPINOSA JULIÁN,MÉNDEZ RODRÍGUEZ JUAN ANTONIO,1-SAN LUIS DE LA PAZ,H,H
GUANAJUATO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,SOTO VALLEJO SERGIO,CRUZ VILLALOBOS GUSTAVO,2-SAN MIGUEL DE ALLENDE,H,H
GUANAJUATO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,ESTRADA MARTINEZ ROMAN ALBERTO,RAMIREZ  BENJAMIN SEGUNDO,3-LEON,H,H
GUANAJUATO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,RANGEL CHIA CLAUDIA OLIVIA,QUINTERO SALAZAR LAURA PATRICIA,4-GUANAJUATO,M,M
GUANAJUATO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,GOMEZ CONTRERAS IRMA OLIVIA,HERNANDEZ OBREGON CLAUDIA FATIMA,5-LEON,M,M
GUANAJUATO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,CASILLAS ARAIZA LUIS GERARDO,VILLAGOMEZ LOPEZ RAMIRO,6-LEON,H,H
GUANAJUATO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,LEAÑOS GOMEZ MA. ISABEL,MENDOZA CASTRO DIANA,7-SAN FRANCISCO DEL RINCON,M,M
GUANAJUATO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,AGUINACO GONZALEZ FELIPE,GALLARDO ALFARO SERGIO,8-SALAMANCA,H,H
GUANAJUATO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,BEREA MORALES MARIO EMILIO,MONDELO RODRÍGUEZ OSCAR GABRIEL,9-IRAPUATO,H,H
GUANAJUATO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,LOPEZ ZAVALA TERESA,CAMPOS MORALES LUZ MARIA,10-URIANGATO,M,M
GUANAJUATO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,MONJARAZ SOLORZANO MA. SOCORRO,RANGEL ELIZONDO BLANCA ESTELA,11-LEON,M,M
GUANAJUATO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,MONTIEL SANCHEZ ARMANDO,TORRES RAMOS JAVIER,12-CELAYA,H,H
GUANAJUATO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,ALCANTARA PORTUGUEZ AMPARO,HERNANDEZ ALCANTARA MARIA GUADALUPE,13-VALLE DE SANTIAGO,M,M
GUANAJUATO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,ROMERO ESTRELLA ARMANDO,RODRIGUEZ PIÑA JOSE RENATO,14-ACAMBARO,H,H
GUANAJUATO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,RODRÍGUEZ VÁZQUEZ ALEJANDRA JUNUEN,AVILA BOMBELA JESSICA LIZETTE,15-IRAPUATO,M,M
JALISCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,NUÑEZ RODRIGUEZ JOSE GUADALUPE,GONZALEZ PEREZ JOSE JUAN,1-TEQUILA,H,H
JALISCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,PEREZ ALBA MARIA DE LOS ANGELES,CAMPOS CUEVAS SUSANA,2-LAGOS DE MORENO,M,M
JALISCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,AVILA DIAZ MARCELA,RAFAEL ALATORRE ANA OLIVIA,3-TEPATITLAN DE MORELOS,M,M
JALISCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,MORONES MEZA KENIA ROSAURA,TOLEDO ESPINOZA NAYELI ELIZABETH,4-ZAPOPAN,M,M
JALISCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,MARMOLEJO LOPEZ TERESITA,AGUIRRE LAMKIN EDEN MARTHA,5-PUERTO VALLARTA,M,M
JALISCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,MARTINEZ RUBI EDGAR ISRAEL,JIMENEZ LUEVANO RIGOBERTO,6-ZAPOPAN,H,H
JALISCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,CORONA ARANA DELFINO,CORTES GUTIERREZ FERNANDO,7-TONALA,H,H
JALISCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,BARBOSA GONZALEZ JAVIER,PANIAGUA HERNANDEZ MARLON HUGO,8-GUADALAJARA,H,H
JALISCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,MIRANDA MENDOZA ADDAIR,GOMEZ GARZA CARLOS FELICIANO,9-GUADALAJARA,H,H
JALISCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,ORTIZ VARGAS JOSE LUIS,GASPAR OROZCO JOAQUIN ANTONIO,10-ZAPOPAN,H,H
JALISCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,PEREZ LOPEZ ERIKA GABRIELA,MORALES ESTRADA MELINA,11-GUADALAJARA,M,M
JALISCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,REYNOSO ZAMORA XOCHITL LIVIER,CEDILLO CAMARENA ELIZABETH MARISOL,12-TLAJOMULCO DE ZUÑIGA,M,M
JALISCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,ROMAN VALDEZ ANTONIO,GOMEZ ESCOTO CHRISTIAN OMAR,13-TLAQUEPAQUE,H,H
JALISCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,GONZALEZ IÑIGUEZ SERGIO ARTURO,ROBLES HERRERA BENJAMIN,14-GUADALAJARA,H,H
JALISCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,GARCIA AGUIRRE ANA YELI,AGUIRRE FLORES CINTHIA LOURDES,15-LA BARCA,M,M
JALISCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,SANTIAGO GUTIERREZ GABRIELA OYUKI,LUNA ULTRERAS VERONICA,16-TLAQUEPAQUE,M,M
JALISCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,GARCIA GARCIA KARLA MONTSERRAT,LUNA ZUÑIGA EDNA GABRIELA,17-JOCOTEPEC,M,M
JALISCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,PADILLA PLASCENCIA MANUEL DE JESUS,ARREOLA ARELLANO CARLOS ALBERTO,18-AUTLAN DE NAVARRO,H,H
JALISCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,PERALTA PRADO LUZ ELENA,MEDINA MARMOLEJO MARIA SHIRLEY,19-CIUDAD GUZMAN,M,M
JALISCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,FONSECA VELIZ KARLA PATRICIA,IBARRA HERNANDEZ MARTHA YADIRA,20-TONALA,M,M
MICHOACAN,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,TORRES VAZQUEZ SANDRA LUZ,TINOCO MARTINEZ FRANCISCA,1-LAZARO CARDENAS,M,M
MICHOACAN,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,VILLEGAS SANCHEZ JUANA IRENE,ROBLES SANDERS CLAUDIA IVETE,2-PURUANDIRO,M,M
MICHOACAN,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,SANCHEZ MARIN KAREN JANNET,AVILA FIGUEROA ESPERANZA,3-HEROICA ZITACUARO,M,M
MICHOACAN,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,ESQUIVEL NUÑEZ ARTURO,LOPEZ GAONA JESUS SALVADOR,4-JIQUILPAN DE JUAREZ,H,H
MICHOACAN,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,INOCENCIO REYES ALMA RUTH,COVARRUBIAS PONCE SUSANA CANDELARIA,5-ZAMORA DE HIDALGO,M,M
MICHOACAN,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,TREJO TREJO MARX,CRUZ MARTINEZ JERONIMO,6-CIUDAD HIDALGO,H,H
MICHOACAN,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,RAMIREZ RANGEL LUZ MARIA,SILVA SOLORIO ARACELI,7-ZACAPU,M,M
MICHOACAN,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,RIVERA CALDERON JESUS JAVIER,RANGEL AGUILAR JOSE NOE,8-MORELIA,H,H
MICHOACAN,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,MARES CARBAJAL MARIO ALBERTO,MORENO TORRES ALFREDO,9-URUAPAN DEL PROGRESO,H,H
MICHOACAN,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,SANDOVAL CANALS ARTURO,VERDUZCO FIGAREDO JAIME,10-MORELIA,H,H
MICHOACAN,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,CERVANTES REYES MIGUEL,FLORES ALCARAZ JOSE ABRAHAM,11-PATZCUARO,H,H
MICHOACAN,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,CISNEROS SOSA YOLANDA,CERVANTES SOLORZANO GUADALUPE,12-APATZINGAN DE LA CONSTITUCION,M,M
NAYARIT,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,YESCAS BLANCAS CHRISTIAN ARTURO,RODRIGUEZ MONTAÑO JOSE LUIS,1-SANTIAGO IXCUINTLA,H,H
NAYARIT,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,ARANA FLORES YUDITH VIANEY,AHUMADA CONTRERAS GRECIA SINAI,2-TEPIC,M,M
NAYARIT,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,OROZCO VERDIN LESLIE MONSERRAT,CUEVAS MARTINEZ GLORIA CRUZ,3-COMPOSTELA,M,M
NUEVO LEON,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,RODRIGUEZ GARZA ERIK GUILLERMO,PEREZ GARZA LUIS FRANCISCO,1-SANTA CATARINA,H,H
NUEVO LEON,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,CARDENAS LOZANO HIPOLITO,MARTINEZ RODRIGUEZ SAMUEL,2-APODACA,H,H
NUEVO LEON,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,SALAS LUNA JUAN,SEGURA HERNANDEZ VICTOR MANUEL,3-GRAL. ESCOBEDO,H,H
NUEVO LEON,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,CANTU HERNANDEZ NORMA LETICIA,LUGO RODRIGUEZ MARIA MAYELA,4-SAN NICOLAS DE LOS GARZA,M,M
NUEVO LEON,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,NUÑEZ GRACIA DORA LUZ,MUÑOZ ALFARO NILSA YADIRA,5-MONTERREY,M,M
NUEVO LEON,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,VALLE DE LA O ANGEL,CASTILLO SILLER HECTOR AURELIO,6-MONTERREY,H,H
NUEVO LEON,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,GARZA LARA VANESA,CANTU GORDIANO ESMERALDA SOLEDAD,7-GARCIA,M,M
NUEVO LEON,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,BARNEY MEDINA ENRIQUE GERARDO,RODRIGUEZ HERNANDEZ ERNESTO DE JESUS,8-GUADALUPE,H,H
NUEVO LEON,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,VALDES CASTILLO VALERIA ARACELI,TORRES FLORES KARLA  ROCIO,9-LINARES,M,M
NUEVO LEON,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,GARCIA TREVIÑO SILVIA NANCY,RAMIREZ GONZALEZ ERLA GRETEL,10-MONTERREY,M,M
NUEVO LEON,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,LOPEZ RANGEL IRMA PENELOPE,SALAZAR GAMEZ NORMA LEZITHE,11-GUADALUPE,M,M
NUEVO LEON,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,DE LA GARZA VILLAREAL HECTOR ALFONSO,ALANÍS GARZA SAUL GUSTAVO,12-BENITO JUAREZ,H,H
PUEBLA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,CORTES AGUILAR MARIA DEL ROCIO,ORTIZ BARRERA MONSERRATH,1-HUAUCHINANGO DE DEGOLLADO,M,M
PUEBLA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,PEREZ JUAREZ BAUDELIO,GAITAN SORIA MARCO AURELIO,2-CUAUTILULCO BARRIO,H,H
PUEBLA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,HERRERA HERNANDEZ GUILLERMO,BARROSO OLGUÍN OMAR ÁNGEL,3-TEZIUTLAN,H,H
PUEBLA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,MARQUEZ SANCHEZ FELIPE ARTURO,TRUJILLO HERNANDEZ PEDRO,4-AJALPAN,H,H
PUEBLA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,PEREZ DOMINGUEZ DENISE,ORTEGA CORDOBA MARIA MONSERRAT,5-SAN MARTIN TEXMELUCAN DE LABASTIDA,M,M
PUEBLA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,DELGADILLO RODRIGUEZ ALEJANDRO,HERNANDEZ MARTINEZ MAURICIO,6-HEROICA PUEBLA DE ZARAGOZA,H,H
PUEBLA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,GARCIA ISIDRO MARIA MINERVA,DE LA ROSA LOPEZ MARIA DE LA LUZ,7-TEPEACA,M,M
PUEBLA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,JIMENEZ JIMENEZ FRANCISCO,MORALES ARCOS JESUS,8-CIUDAD SERDAN,H,H
PUEBLA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,PIMENTEL MÉNDEZ NORMA ESTELA,MATEOS ESPEJEL MARÍA DE LOURDES ESTHER,9-HEROICA PUEBLA DE ZARAGOZA,M,M
PUEBLA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,VICENS RAMÍREZ DELFINO,SOLÍS ZAMORA FERNANDO,10-CHOLULA DE RIVADAVIA,H,H
PUEBLA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,LOPEZ PORTILLO CRUZ JOSE RODRIGO FABIAN,MORA MOLINA JAVIER,11-HEROICA PUEBLA DE ZARAGOZA,H,H
PUEBLA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,CORTES CAMPOS VERONICA,RAMIREZ BLANCO ANDREA SARAHI,12-HEROICA PUEBLA DE ZARAGOZA,M,M
PUEBLA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,TORRES GARCÉS LILIANA,ARAOS GUTIERREZ MARÍA DOLORES EVA,13-ATLIXCO,M,M
PUEBLA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,CONTRERAS HERRERA TISBE SCANDA,CERVANTES RAMIREZ MARIA DE LOS ANGELES,14-ACATLAN DE OSORIO,M,M
PUEBLA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,GUTIERREZ TORRES LANDA FERNANDA,LOMELI SASIA PATRICIA,15-TEHUACAN,M,M
QUERETARO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,LANDAVERDE LINARES CELERINA,VILLALPANDO CABRERA LAURA GABRIELA,1-CADEREYTA DE MONTES,M,M
QUERETARO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,ORIHUELA GOMEZ CHRISTIAN,FEREGRINO MONTES ARMANDO,2-SAN JUAN DEL RIO,H,H
QUERETARO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,ROSALES MORENO ERIKA DEL ROSARIO,UGALDE PAZ DIANA CINTHYA,3-SANTIAGO DE QUERETARO,M,M
QUERETARO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,BARRERA ALVAREZ DINORAH WENDY,CANALES ISLAS TERESA,4-SANTIAGO DE QUERETARO,M,M
QUERETARO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,FLORES CAMON HORTENCIA,TORRES GONZALEZ NORMA,5-EL PUEBLITO,M,M
TABASCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,PELAEZ ZURITA LIMBER,SANSORES SASTRE TOMAS,1-MACUSPANA,H,H
TABASCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,ACOSTA ACOSTA MARIA REYES,TARACENA PULIDO ALEJANDRA,2-HEROICA CARDENAS,M,M
TABASCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,SOMELLERA PULIDO AGUSTIN,SANCHEZ HERNANDEZ JESUS MANUEL,3-COMALCALCO,H,H
TABASCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,GARCIA GARCIA JOSE DE LOS SANTOS,ESQUIVEL LOPEZ JORGE ATILA,4-VILLAHERMOSA,H,H
TABASCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,LOPEZ LOPEZ ROSELIA ELVIRA,GOMEZ RAMON CARIDAD,5-PARAISO,M,M
TABASCO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,SANTOS PADRON HILDA,MAZARIEGO AGUILAR CARMEN MARIA,6-VILLAHERMOSA,M,M
TAMAULIPAS,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,PANTOJA VILLARREAL GUSTAVO ERNESTO,LONGORIA MARTINEZ JUAN MANUEL,1-NUEVO LAREDO,H,H
TAMAULIPAS,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,KU MARTINEZ BRENDA,BOCANEGRA REYES CYNTHIA,2-REYNOSA,M,M
TAMAULIPAS,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,VILLARREAL LONGORIA JOSE MANUEL,HURTADO CHAVEZ RODOLFO,3-RIO BRAVO,H,H
TAMAULIPAS,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,CASTAÑEDA CASTAÑEDA EMILIO XAVIER,LERMA LIRA HECTOR AUGUSTO,4-H. MATAMOROS,H,H
TAMAULIPAS,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,MERCADO PALACIOS ERCILIA DENISSE,GUERRA LARA YESSICA NATHALIA,5-CIUDAD VICTORIA,M,M
TAMAULIPAS,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,PICASSO SANCHEZ JOSE ANDRES,SUAREZ CASTILLA JAIME FRANCISCO,6-CIUDAD MANTE,H,H
TAMAULIPAS,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,LOCES LOYA BRENDA GUADALUPE,SUAREZ GOMEZ NILDA ARELY,7-CIUDAD MADERO,M,M
TAMAULIPAS,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,POZO GONZALEZ EMILIO GUSTAVO,MAYA HERNANDEZ JAIME DANIEL,8-TAMPICO,H,H
TAMAULIPAS,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,MUNGUIA CISNEROS CLAUDIA XOCHITL,REYNA ACOSTA DEISY ITZANAMY,9-REYNOSA,M,M
VERACRUZ,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,BARRIENTOS CASTELAN LAURA LETICIA,CASTELLANOS BAUTISTA ABIGAIL,1-PANUCO,M,M
VERACRUZ,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,ZEFERINO MENDOZA FILEMON,VICENCIO BAUTISTA RAFAEL,2-TANTOYUCA,H,H
VERACRUZ,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,MONROY FLORES MARYANELA CLOTILDE,LORENZO HERNANDEZ NATALIA,3-TUXPAN DE RODRIGUEZ CANO,M,M
VERACRUZ,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,ILLESCAS MARIN ANTONIO,CASTILLA PRIETO ANGEL SAMUEL,4-VERACRUZ,H,H
VERACRUZ,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,ANDRADE REYES EDSON JESUS,APIPILHUASCO LOPEZ ERIK AZAEL,5-POZA RICA DE HIDALGO,H,H
VERACRUZ,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,SANTIAGO CASTRO WENCESLAO,ANTONIO DE LUNA AMADEO,6-PAPANTLA DE OLARTE,H,H
VERACRUZ,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,SESMA  ELEANEY,MEJIA GUERRERO ANAMI,7-MARTINEZ DE LA TORRE,M,M
VERACRUZ,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,ALFONSECA BARRADAS GUILLERMO ALEJANDRO,LOPEZ AVILA ALFREDO,8-XALAPA,H,H
VERACRUZ,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,GONZALEZ ROJANO MARIA DE LA LUZ,HERNANDEZ AGUILERA LESLY ELIZABETH,9-COATEPEC,M,M
VERACRUZ,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,FERNANDEZ CARRION DANIEL,ORNELAS FERNANDEZ JULIO CESAR,10-XALAPA,H,H
VERACRUZ,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,ZORROSA MONTIEL GLORIA MARIA,ROQUES JIMENEZ SHEILA CECILIA,11-COATZACOALCOS,M,M
VERACRUZ,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,BAXZI GARCIA LUZ DEL CARMEN,SERNA LLINAS ANAHI,12-VERACRUZ,M,M
VERACRUZ,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,PEÑA MARTINEZ ANGELICA,ORTEGA ALARCON BERENICE SAKNITEK,13-HUATUSCO,M,M
VERACRUZ,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,CHAIRES DOMÍNGUEZ AGUSTÍN,MONROY TOLEDO LEOPOLDO JONATHAN,14-MINATITLAN,H,H
VERACRUZ,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,HERNÁNDEZ MIRANDA LETTY,LOYO CASTRO GUADALUPE,15-ORIZABA,M,M
VERACRUZ,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,ABELLA GARCIA JOSE,ABELLA EGGLETON CRISTOBAL,16-CORDOBA,H,H
VERACRUZ,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,BETANCOURT MENDOZA ANA LAURA,DOMINGUEZ VERA DIANA LAURA,17-COSAMALOAPAN,M,M
