ESTADO_ELECCION,NOMBRE_ASOCIACION,TIPO_CANDIDATURA_PROP,NOMBRE_PROPIETARIO,NOMBRE_SUP,DISTRITO_ELECCION,SEXO_PROP,SEXO_SUP
NUEVO LEON,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,ESPINOZA EGUIA JUAN FRANCISCO,AGUILAR GONZALEZ JESUS GUILLERMO,9-LINARES,H,H
NUEVO LEON,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,PEÑA GARZA MARIO JESUS,AYALA BRIONES EDGAR,10-MONTERREY,H,H
NUEVO LEON,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,GARCIA GARCIA HECTOR,REYES GONZALEZ PERFECTO AGUSTIN,11-GUADALUPE,H,H
NUEVO LEON,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,BARONA MORALES CARLOS,ORTUÑO GONZALEZ RAFAEL,12-BENITO JUAREZ,H,H
PUEBLA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,URZUA RIVERA RICARDO,MARTINEZ GOMEZ LUIS GERARDO,1-HUAUCHINANGO DE DEGOLLADO,H,H
PUEBLA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,RIVERA REYES JUAN ENRIQUE,CORICHE AVILES JORGE LUIS,2-CUAUTILULCO BARRIO,H,H
PUEBLA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,MARTINEZ GALLEGOS KARLA VICTORIA,CRUZ ARROYO LUCIA,3-TEZIUTLAN,M,M
PUEBLA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,CAMARILLO MEDINA NESTOR,GUTIERREZ REYES JONATHAN HECTOR,4-AJALPAN,H,H
PUEBLA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,GONZALEZ TOSTADO JANET GRACIELA,ROLDAN CABALLERO LINA LETICIA,5-SAN MARTIN TEXMELUCAN DE LABASTIDA,M,M
PUEBLA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,CORDOVA MORAN FRINE SORAYA,ARCE ROJAS ROCIO,6-HEROICA PUEBLA DE ZARAGOZA,M,M
PUEBLA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,AGUILAR VIVEROS HUMBERTO ELOY,MORENO PRIEGO JUAN ANTONIO,7-TEPEACA,H,H
PUEBLA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,NAVARRO RODRIGUEZ JUAN,POZOS VERGARA OSCAR,8-CIUDAD SERDAN,H,H
PUEBLA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,LOPEZ AGUIRRE LIDIA FELISA,VAZQUEZ MACIAS GABRIELA,9-HEROICA PUEBLA DE ZARAGOZA,M,M
PUEBLA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,BARAHONA DE LA ROSA MARIA VANESSA,BARRALES CONTRERAS CRISTINA,10-CHOLULA DE RIVADAVIA,M,M
PUEBLA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,FERNANDEZ SOLANA RAMON,TORRES CHETLA GONZALO,11-HEROICA PUEBLA DE ZARAGOZA,H,H
PUEBLA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,ROMERO ALCALA KARINA,CHAVEZ HERNANDEZ DOLORES LIDIA,12-HEROICA PUEBLA DE ZARAGOZA,M,M
PUEBLA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,VEGA RAYET JUAN MANUEL,MARTINEZ TAPIA ALEJANDRO,13-ATLIXCO,H,H
PUEBLA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,MARIN MARCELO MARITZA,SANCHEZ MORA SANDRA,14-ACATLAN DE OSORIO,M,M
PUEBLA,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,CAMPOS CORDOVA LISANDRO ARISTIDES,TAMER RODRIGUEZ JESUS RAFAEL,15-TEHUACAN,H,H
QUERETARO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,PALACIOS MONTES SERGIO DAVID,MARTINEZ RAMIREZ JOSE,1-CADEREYTA DE MONTES,H,H
QUERETARO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,MACIAS TREJO LUIS ANTONIO,ROCHA BASURTO VICTOR MANUEL,2-SAN JUAN DEL RIO,H,H
QUERETARO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,POZO CABRERA MANUEL,MEDINA RAMIREZ CAMILO,3-SANTIAGO DE QUERETARO,H,H
QUERETARO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,NIÑO DE RIVERA BURGUEÑO MARIA CRISTINA,CASTAÑEDA FLORES LAURA CINTYA,4-SANTIAGO DE QUERETARO,M,M
QUERETARO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,AGUILAR MORALES MARIA ISABEL,RAMIREZ VELAZQUEZ LUZ DEL CARMEN,5-EL PUEBLITO,M,M
TABASCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,JIMENEZ PEREZ MARITZA MALLELY,LEON LOPEZ REYNA,1-MACUSPANA,M,M
TABASCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,HERNANDEZ REYEZ CARLOS,SANCHEZ ALCARAZ BELISARIO SALVADOR,2-HEROICA CARDENAS,H,H
TABASCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,OCAÑA PEREZ MINERVA,BARRADA RUIZ FLOR DE MARIA,3-COMALCALCO,M,M
TABASCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,LAZO ZENTELLA JORGE ALBERTO,MORALES DIAZ RODOLFO,4-VILLAHERMOSA,H,H
TABASCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,REYES QUIROZ AQUILES,LOPEZ SANCHEZ RENAN,5-PARAISO,H,H
TABASCO,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,RUEDA DE LA CRUZ YOLANDA,CRUZ PEREZ GUADALUPE,6-VILLAHERMOSA,M,M
TAMAULIPAS,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,JUANES CARRIZALEZ JUAN DE DIOS,VILLANUEVA ZARATE BRIAN,1-NUEVO LAREDO,H,H
TAMAULIPAS,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,SAENZ BARELLA ARMANDO BENITO DE JESUS,GARZA ACOSTA MARCO ANTONIO,2-REYNOSA,H,H
TAMAULIPAS,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,HERNANDEZ GARCIA COPITZI YESENIA,DE LA GARZA BERLANGA MARIA DOLORES,3-RIO BRAVO,M,M
TAMAULIPAS,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,TOVAR GARCIA ANTO ADAN MARTE TLALOC,CARDENAS GONZALEZ FELIPE ANGELES,4-H. MATAMOROS,H,H
TAMAULIPAS,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,CARDENAS CASTILLEJOS ALEJANDRA,PEREA ALMANZA GUADALUPE,5-CIUDAD VICTORIA,M,M
TAMAULIPAS,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,SAENZ COBOS FLORENTINO ARON,TAVARES FLORES J LEONEL,6-CIUDAD MANTE,H,H
TAMAULIPAS,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,CARRILLO REYES GRISELDA,GONZALEZ GALVAN MARGARITA,7-CIUDAD MADERO,M,M
TAMAULIPAS,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,HOLGUERA ALTAMIRANO ELVIA ILSE,MAR VARGAS HONORIA,8-TAMPICO,M,M
TAMAULIPAS,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,RICO DE SARO GUSTAVO,DE ALEJANDRO MARTINEZ MAURICIO ARTURO,9-REYNOSA,H,H
VERACRUZ,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,GUERRERO SANCHEZ MANUEL,MELLADO VILLALOBOS SALVADOR,1-PANUCO,H,H
VERACRUZ,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,ARRIETA SAN ROMAN VALENTIN,GARCIA CASTILLO FERNANDO,2-TANTOYUCA,H,H
VERACRUZ,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,ARENAS MARTINEZ JOSE ROBERTO,GOGEASCOECHEA TREJO LORENZO CORNELIO,3-TUXPAN DE RODRIGUEZ CANO,H,H
VERACRUZ,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,FLORES TENORIO SHEILA RUBI,VERA ROJAS KARLA ELIZABETH,4-VERACRUZ,M,M
VERACRUZ,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,CHRISTFIELD LUGO LILIA,CARACAS VIVEROS DIANA PAOLA,5-POZA RICA DE HIDALGO,M,M
VERACRUZ,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,PINO GUEVARA CELESTINO,FAIBRE WOLF HUMBERTO,6-PAPANTLA DE OLARTE,H,H
VERACRUZ,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,GUTIERREZ DE LA ROSA DALIA JAZMIN,GONZALEZ MARTINEZ ANA CRISTINA,7-MARTINEZ DE LA TORRE,M,M
VERACRUZ,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,RODRIGUEZ AGUIRRE MARILDA ELISA,ROSADO VIVEROS MARIA FLORA,8-XALAPA,M,M
VERACRUZ,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,MARTINEZ DIAZ LINDA RUBI,REYES MARTINEZ ADRIANA OFELIA,9-COATEPEC,M,M
VERACRUZ,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,ALVAREZ CASTILLA MARIA AMPARO,HERRERA URDAPILLETA LILIANA DEL CARMEN,10-XALAPA,M,M
VERACRUZ,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,BAÑOS SANCHEZ FERNANDO,RAMOS USCANGA JORGE ALBERTO,11-COATZACOALCOS,H,H
VERACRUZ,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,ZARRABAL FERAT RAUL,AGUILERA AGUIRRE GUILLERMO GONZALO,12-VERACRUZ,H,H
VERACRUZ,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,VALDES SALAZAR ANA ROSA,RIVERA RAMIREZ YELSSY ROXANY,13-HUATUSCO,M,M
VERACRUZ,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,ALFARO ALOR RAUL,VALENZUELA RABELO ANGEL,14-MINATITLAN,H,H
VERACRUZ,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,RISSO LOPEZ IVONNE,PELLICO CONGUILLO MARIANA,15-ORIZABA,M,M
VERACRUZ,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,LAVIN TORRES JUAN ANTONIO,MINA RODRIGUEZ MIGUEL,16-CORDOBA,H,H
VERACRUZ,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,VAZQUEZ GONZALEZ JOSE JESUS,CHIUNTI HERNANDEZ JUAN RENE,17-COSAMALOAPAN,H,H
VERACRUZ,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,MONTALVO GOMEZ PEDRO,LARA CHIMALHUA JUAN,18-ZONGOLICA,H,H
VERACRUZ,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,DIAZ DE LA CERDA DIBANHI ARACELI,HERVIS RODRIGUEZ OLGA MARINA,19-SAN ANDRES TUXTLA,M,M
VERACRUZ,PARTIDO REVOLUCIONARIO INSTITUCIONAL,DIPUTADO FEDERAL MR,CRUZ ESCOBAR YAMILET,JUAREZ DUARTE LUZ ELENA,20-COSOLEACAQUE,M,M
MORELOS,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,DIPUTADO FEDERAL MR,ARIAS ATAIDE DULCE MARIA,RAMIREZ BAUTISTA GABRIELA,1-CUERNAVACA,M,M
MORELOS,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,DIPUTADO FEDERAL MR,JIMENEZ TOVAR MARIA GUADALUPE,FLORES DOROTEO MARIA DE LOS ANGELES,2-JIUTEPEC,M,M
MORELOS,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,DIPUTADO FEDERAL MR,TADEO NAVA RAUL,ROMANO GALINDO VICTOR MANUEL,3-CUAUTLA,H,H
MORELOS,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,DIPUTADO FEDERAL MR,ESPIN NAVARRETE JULIO,DOMINGUEZ ARCE MISAEL,4-JOJUTLA,H,H
MORELOS,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,DIPUTADO FEDERAL MR,NAVARRETE CONDE FRANCISCO,VELARDE CORRALES EVER FELIPE,5-YAUTEPEC,H,H
NUEVO LEON,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,DIPUTADO FEDERAL MR,FLORES MALDONADO FRANCISCO JAVIER,VILLANUEVA RIVERA HERLINDO,1-SANTA CATARINA,H,H
NUEVO LEON,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,DIPUTADO FEDERAL MR,FLORES ESCAMILLA FRANCISCA,DE LA ROSA MEDELLIN PERLA PATRICIA,2-APODACA,M,M
NUEVO LEON,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,DIPUTADO FEDERAL MR,MITRE ALANIS RUHAMA CAROLINA,DELGADILLO HERNANDEZ OLGA,3-GRAL. ESCOBEDO,M,M
NUEVO LEON,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,DIPUTADO FEDERAL MR,LOZANO VAZQUEZ CARMEN RUBY,MORALES VEGA BEATRIZ PALOMA,4-SAN NICOLAS DE LOS GARZA,M,M
NUEVO LEON,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,DIPUTADO FEDERAL MR,LOZANO CANTU MARIA ENRIQUETA,PORTO BARRIENTOS MARIA ELENA,5-MONTERREY,M,M
NUEVO LEON,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,DIPUTADO FEDERAL MR,PERALES REYES JOSE RICARDO,MORENO VALDES MARIO FRANCISCO,6-MONTERREY,H,H
NUEVO LEON,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,DIPUTADO FEDERAL MR,PLATA RODRIGUEZ MARIA IDALIA,ELIAS RAMIREZ GUADALUPE,7-GARCIA,M,M
NUEVO LEON,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,DIPUTADO FEDERAL MR,LUCERO GUEVARA MONICA,SALINAS LOZANO NORMA GLORIA,8-GUADALUPE,M,M
NUEVO LEON,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,DIPUTADO FEDERAL MR,GAMEZ CABRERA JUAN PABLO,GARCIA SALINAS FERNANDO,9-LINARES,H,H
NUEVO LEON,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,DIPUTADO FEDERAL MR,MENDOZA GARCIA RUTH YAZMIN,MENDOZA GARCIA MARIA GUADALUPE,10-MONTERREY,M,M
NUEVO LEON,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,DIPUTADO FEDERAL MR,VARGAS ARIZPE MARCO ANTONIO,RODRIGUEZ TORRES SAMUEL ALEJANDRO,11-GUADALUPE,H,H
NUEVO LEON,PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,DIPUTADO FEDERAL MR,OLIVARES CANTU MARCO IVAN,FLORES MARROQUIN OSCAR,12-BENITO JUAREZ,H,H
HIDALGO,PARTIDO DEL TRABAJO,DIPUTADO FEDERAL MR,GONZALEZ ISLAS FORTUNATO,HERNANDEZ ESPINOSA CRESCENCIANO,1-HUEJUTLA DE REYES,H,H
HIDALGO,PARTIDO DEL TRABAJO,DIPUTADO FEDERAL MR,CHARREZ PEDRAZA PASCUAL,CRUZ NOPAL JUAN OMAR,2-IXMIQUILPAN,H,H
HIDALGO,PARTIDO DEL TRABAJO,DIPUTADO FEDERAL MR,CONTRERAS QUIJANO SANDRA SOLEDAD,RAMIREZ LOZANO RUTH ANALY,3-ACTOPAN,M,M
HIDALGO,PARTIDO DEL TRABAJO,DIPUTADO FEDERAL MR,MARROQUIN BAYARDO DIANA LAURA,PEREZ TAGLE ANGULO CLAUDIA GUADALUPE,4-TULANCINGO DE BRAVO,M,M
HIDALGO,PARTIDO DEL TRABAJO,DIPUTADO FEDERAL MR,FRANCO MUCIÑO BENJAMIN,TREJO ALMARAZ RICARDO,5-TULA DE ALLENDE,H,H
HIDALGO,PARTIDO DEL TRABAJO,DIPUTADO FEDERAL MR,MONTALVO DE LA MORA SANTA,AVILA GARCIA JEZABEL,6-PACHUCA DE SOTO,M,M
HIDALGO,PARTIDO DEL TRABAJO,DIPUTADO FEDERAL MR,ROLDAN MELO ALFONSO,RAMIREZ HERNANDEZ LEOPOLDO,7-TEPEAPULCO,H,H
NAYARIT,PARTIDO DEL TRABAJO,DIPUTADO FEDERAL MR,DE LA ROSA DE LA CRUZ AMERICA MARBELLA,SANTIAGO BERMUDEZ ALONDRA ELIZABETH,3-COMPOSTELA,M,M
AGUASCALIENTES,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,REYES MARTÍNEZ SAMANTHA WENDOLYN,GUTIERREZ VEGA ALBA VIVIANA,1-JESUS MARIA,M,M
AGUASCALIENTES,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,MUÑOZ DE LEON JESUS EDUARDO,VAZQUEZ SALAS EFRAIN,2-AGUASCALIENTES,H,H
AGUASCALIENTES,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,LOPEZ VELARDE VELOZ LESLI CAROLINA,GARCIA OCAMPO MARIA ELIZABETH,3-AGUASCALIENTES,M,M
BAJA CALIFORNIA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,GAMEZ SERVIN MARCO AURELIO,SANTOYO CRUZ FIDEL,1-MEXICALI,H,H
BAJA CALIFORNIA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,SERRA CASTELLANOS ALEJANDRA,YAÑEZ LAMAS LEXY YULIANA,2-MEXICALI,M,M
BAJA CALIFORNIA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,SALAZAR GUERRA CARMEN LIDIA,IZABAL BITTERLIN JACQUELINE DENISE,3-ENSENADA,M,M
BAJA CALIFORNIA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,VALERIO HERNANDEZ MARIO,HERNANDEZ FLORES EROS EDUARDO,4-TIJUANA,H,H
BAJA CALIFORNIA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,CHAVEZ GARCIA OSCAR ALBERTO,PEIRO DEL RIO LEONEL GUSTAVO,5-TIJUANA,H,H
BAJA CALIFORNIA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,NIETO PEREZ CLAUDIA,CAZARES PALOMO CITA MIRELLA,6-TIJUANA,M,M
BAJA CALIFORNIA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,VALENCIA MACFARLAND JULIO ANTONIO,JAQUEZ CONTRERAS ALONSO,7-MEXICALI,H,H
BAJA CALIFORNIA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,MARTINEZ ZENDEJAS KARLA VIVELL,BATIZ SANTILLANA GEORGINA,8-TIJUANA,M,M
BAJA CALIFORNIA SUR,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,SOTO COTA MARÍA GUADALUPE,RUEDA LUNA BLANCA MIRIAM,1-LA PAZ,M,M
BAJA CALIFORNIA SUR,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,CRUZ MEDINA MARIA DE JESUS,PERALTA CESEÑA LINDA JOANNA,2-SAN JOSE DEL CABO,M,M
CHIHUAHUA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,NEVAREZ GUILLEN IRMA ESTELA,FLORES ISAIS MARTHA PATRICIA,1-JUAREZ,M,M
CHIHUAHUA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,ENRIQUEZ ORTEGA HORTENCIA,BAEZA PRIETO DAYLIN MARGARITA,2-JUAREZ,M,M
CHIHUAHUA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,GARCIA GOMEZ FERNANDO OCTAVIO,LOPEZ LOZANO VICTOR HUGO,3-JUAREZ,H,H
CHIHUAHUA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,VILLEGAS RIVERA BERENICE ABIGAIL,REZA GUTIERREZ MARIA DEL PILAR,4-JUAREZ,M,M
CHIHUAHUA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,ARES TERAN KARLA CECILIA,CARRILLO ARCINIEGA LILIANA LIZZET,5-DELICIAS,M,M
CHIHUAHUA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,PEÑA RIVERA ALFREDO,DUQUE GILL DANIEL RODOLFO,6-CHIHUAHUA,H,H
CHIHUAHUA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,MARTINEZ RASCON CRISTINA,HERNANDEZ GONZALEZ MARIA YESENIA,7-CUAUHTEMOC,M,M
CHIHUAHUA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,PORTILLO DÍAZ MANUELA ISELA,VALDEZ BARRAZA GARE ALEJANDRA,8-CHIHUAHUA,M,M
CHIHUAHUA,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,VALLES BACA OTTO ALBERTO,PRIETO AYALA DANIEL,9-HIDALGO DEL PARRAL,H,H
CIUDAD DE MEXICO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,LIRA GIL JOSUE,ESPINOZA HERNANDEZ CRISTIAN ALEXANDER,1-GUSTAVO A. MADERO,H,H
CIUDAD DE MEXICO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,ROSALES CHAVEZ SHANTAL VIRIDIANA,ALARCON GUZMAN ROCIO,2-GUSTAVO A. MADERO,M,M
CIUDAD DE MEXICO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,CASTRO ALPIZAR ISRAEL MARGARITO,MUÑOZ VARGAS HUGO,3-AZCAPOTZALCO,H,H
CIUDAD DE MEXICO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,RAMIREZ TERRONES ANEL MELINA,HERNANDEZ HERNANDEZ ROSA CARMINA,4-IZTAPALAPA,M,M
CIUDAD DE MEXICO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,GUZMÁN AGUIRRE LUIS,ALVAREZ GARCIA MARCOS,5-TLALPAN,H,H
CIUDAD DE MEXICO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,LEDESMA LOPEZ ALEJANDRO,RUIZ LUNA GABINO,6-LA MAGDALENA CONTRERAS,H,H
CIUDAD DE MEXICO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,CERVANTES RAMIREZ VERONICA,HERNANDEZ PEREZ MARIA ISABEL,7-GUSTAVO A. MADERO,M,M
CIUDAD DE MEXICO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,CERVANTES RAMIREZ LOURDES MARISOL,LOPEZ ZARATE MARIA TERESA,8-CUAUHTEMOC,M,M
CIUDAD DE MEXICO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,OJEDA ACOSTA NOEMI,GONZALEZ HERNANDEZ ERICA TERESA,9-TLAHUAC,M,M
CIUDAD DE MEXICO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,GONZALEZ VERA CARLOS EDUARDO,REYES FLORES ALEJANDRO,10-MIGUEL HIDALGO,H,H
CIUDAD DE MEXICO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,GONZALEZ SERRANO HECTOR,RODRIGUEZ GONZALEZ JORGE GENARO,11-VENUSTIANO CARRANZA,H,H
CIUDAD DE MEXICO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,ROMO VALDOVINOS IVAN JOSUE,HERNANDEZ VEGA FRANCISCO ISRAEL,12-CUAUHTEMOC,H,H
CIUDAD DE MEXICO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,SAN JUAN CRUZ CARLOS ENRIQUE,SAN JUAN GARCIA CARLOS NARCISO,13-IZTACALCO,H,H
CIUDAD DE MEXICO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,TORRES SALGADO EVELIN,BECERRIL CARDENAS CECILIA,14-TLALPAN,M,M
CIUDAD DE MEXICO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,BENAVIDES GUTIERREZ JOSE LUIS,FLORES ALVARADO PEDRO,15-BENITO JUAREZ,H,H
CIUDAD DE MEXICO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,MONROY PEDRAZA LETICIA,TELLEZ MARTINEZ KARLA,16-ALVARO OBREGON,M,M
CIUDAD DE MEXICO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,CID HERNANDEZ ANA KAREN,DEL OLMO GUTIERREZ LESSLI MAGALLY,17-CUAJIMALPA DE MORELOS,M,M
CIUDAD DE MEXICO,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,CADENA LEYTE IVONNE,SALAS MAGAÑA LAURA,18-IZTAPALAPA,M,M
